"PatternId_decimal",description,"killchain_stage",name,objective,scenario,scenarioFriendly,severity,"show_in_ui",tactic,technique
10361,"WMI Event Subscriptions were abused to persist suspicious code for execution. Adversaries can use this to maintain their foothold on a system. Review the process tree.",Unknown,GenericWMIEventSubscriptionPersistence,"Keep Access","suspicious_activity","Suspicious activity",70,True,Persistence,"Windows Management Instrumentation Event Subscription"
10363,"A process wrote an executable file to a remote location. Adversaries can use this for lateral movement efforts. Review the process tree.",Unknown,GenericRemoteFileCopyLateralMovement,Explore,"suspicious_activity","Suspicious activity",70,True,"Lateral Movement","Remote File Copy"
10362,"A process is collecting user input. Adversaries can use this technique to steal sensitive information. Review the process tree.",Unknown,GenericInputCaptureCollection,"Follow Through","suspicious_activity","Suspicious activity",70,True,Collection,"Input Capture"
10364,"The BCDEdit tool was used to disable operating system recovery features. Adversaries may use this technique to prevent data restoration after a ransomware infection. Review the process tree.",Unknown,BCDEditRecoveryDisable,"Follow Through","suspicious_activity","Suspicious activity",70,True,Impact,"Inhibit System Recovery"
10368,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId268,,"suspicious_activity","Suspicious activity",70,False,,
10367,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId267,,"suspicious_activity","Suspicious activity",70,False,,
10366,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId266,,"suspicious_activity","Suspicious activity",70,False,,
10365,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId265,,"suspicious_activity","Suspicious activity",70,False,,
10369,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId269,,"suspicious_activity","Suspicious activity",70,False,,
10370,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId270,,"suspicious_activity","Suspicious activity",70,False,,
10371,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId271,,"suspicious_activity","Suspicious activity",70,False,,
10372,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId272,,"suspicious_activity","Suspicious activity",70,False,,
10373,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId273,,"suspicious_activity","Suspicious activity",70,False,,
10374,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId274,,"suspicious_activity","Suspicious activity",70,False,,
10376,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId276,,"suspicious_activity","Suspicious activity",70,False,,
10375,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId275,,"suspicious_activity","Suspicious activity",70,False,,
10377,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId277,,"suspicious_activity","Suspicious activity",70,False,,
10378,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId278,,"suspicious_activity","Suspicious activity",70,False,,
10379,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId279,,"suspicious_activity","Suspicious activity",70,False,,
10380,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId280,,"suspicious_activity","Suspicious activity",70,False,,
10381,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId281,,"suspicious_activity","Suspicious activity",70,False,,
10383,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId283,,"suspicious_activity","Suspicious activity",70,False,,
10382,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId282,,"suspicious_activity","Suspicious activity",70,False,,
10384,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId284,,"suspicious_activity","Suspicious activity",70,False,,
10385,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId285,,"suspicious_activity","Suspicious activity",70,False,,
10388,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId288,,"suspicious_activity","Suspicious activity",70,False,,
10386,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId286,,"suspicious_activity","Suspicious activity",70,False,,
10387,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId287,,"suspicious_activity","Suspicious activity",70,False,,
10389,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId289,,"suspicious_activity","Suspicious activity",70,False,,
10390,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId290,,"suspicious_activity","Suspicious activity",70,False,,
10392,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId292,,"suspicious_activity","Suspicious activity",70,False,,
10391,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId291,,"suspicious_activity","Suspicious activity",70,False,,
10393,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId293,,"suspicious_activity","Suspicious activity",70,False,,
10394,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId294,,"suspicious_activity","Suspicious activity",70,False,,
10396,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId296,,"suspicious_activity","Suspicious activity",70,False,,
10398,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId298,,"suspicious_activity","Suspicious activity",70,False,,
10395,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId295,,"suspicious_activity","Suspicious activity",70,False,,
10399,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId299,,"suspicious_activity","Suspicious activity",70,False,,
10397,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId297,,"suspicious_activity","Suspicious activity",70,False,,
10400,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId300,,"suspicious_activity","Suspicious activity",70,False,,
10403,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId303,,"suspicious_activity","Suspicious activity",70,False,,
10404,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId304,,"suspicious_activity","Suspicious activity",70,False,,
10401,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId301,,"suspicious_activity","Suspicious activity",70,False,,
10402,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId302,,"suspicious_activity","Suspicious activity",70,False,,
10405,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId305,,"suspicious_activity","Suspicious activity",70,False,,
10409,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId309,,"suspicious_activity","Suspicious activity",70,False,,
10406,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId306,,"suspicious_activity","Suspicious activity",70,False,,
10408,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId308,,"suspicious_activity","Suspicious activity",70,False,,
10407,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId307,,"suspicious_activity","Suspicious activity",70,False,,
10410,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId310,,"suspicious_activity","Suspicious activity",70,False,,
10414,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId314,,"suspicious_activity","Suspicious activity",70,False,,
10411,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId311,,"suspicious_activity","Suspicious activity",70,False,,
10412,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId312,,"suspicious_activity","Suspicious activity",70,False,,
10413,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId313,,"suspicious_activity","Suspicious activity",70,False,,
10415,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId315,,"suspicious_activity","Suspicious activity",70,False,,
10417,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId317,,"suspicious_activity","Suspicious activity",70,False,,
10416,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId316,,"suspicious_activity","Suspicious activity",70,False,,
10418,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId318,,"suspicious_activity","Suspicious activity",70,False,,
10419,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId319,,"suspicious_activity","Suspicious activity",70,False,,
10420,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId320,,"suspicious_activity","Suspicious activity",70,False,,
10421,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId321,,"suspicious_activity","Suspicious activity",70,False,,
10424,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId324,,"suspicious_activity","Suspicious activity",70,False,,
10423,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId323,,"suspicious_activity","Suspicious activity",70,False,,
10422,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId322,,"suspicious_activity","Suspicious activity",70,False,,
10427,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId327,,"suspicious_activity","Suspicious activity",70,False,,
10429,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId329,,"suspicious_activity","Suspicious activity",70,False,,
10426,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId326,,"suspicious_activity","Suspicious activity",70,False,,
10425,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId325,,"suspicious_activity","Suspicious activity",70,False,,
10428,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId328,,"suspicious_activity","Suspicious activity",70,False,,
10430,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId330,,"suspicious_activity","Suspicious activity",70,False,,
10434,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId334,,"suspicious_activity","Suspicious activity",70,False,,
10433,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId333,,"suspicious_activity","Suspicious activity",70,False,,
10438,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId338,,"suspicious_activity","Suspicious activity",70,False,,
10431,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId331,,"suspicious_activity","Suspicious activity",70,False,,
10439,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId339,,"suspicious_activity","Suspicious activity",70,False,,
10435,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId335,,"suspicious_activity","Suspicious activity",70,False,,
10437,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId337,,"suspicious_activity","Suspicious activity",70,False,,
10432,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId332,,"suspicious_activity","Suspicious activity",70,False,,
10436,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId336,,"suspicious_activity","Suspicious activity",70,False,,
10440,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId340,,"suspicious_activity","Suspicious activity",70,False,,
10441,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId341,,"suspicious_activity","Suspicious activity",70,False,,
10448,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId348,,"suspicious_activity","Suspicious activity",70,False,,
10447,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId347,,"suspicious_activity","Suspicious activity",70,False,,
10446,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId346,,"suspicious_activity","Suspicious activity",70,False,,
10449,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId349,,"suspicious_activity","Suspicious activity",70,False,,
10442,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId342,,"suspicious_activity","Suspicious activity",70,False,,
10444,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId344,,"suspicious_activity","Suspicious activity",70,False,,
10450,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId350,,"suspicious_activity","Suspicious activity",70,False,,
10445,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId345,,"suspicious_activity","Suspicious activity",70,False,,
10443,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId343,,"suspicious_activity","Suspicious activity",70,False,,
10451,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId351,,"suspicious_activity","Suspicious activity",70,False,,
10452,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId352,,"suspicious_activity","Suspicious activity",70,False,,
10453,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId353,,"suspicious_activity","Suspicious activity",70,False,,
10455,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId355,,"suspicious_activity","Suspicious activity",70,False,,
10459,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId359,,"suspicious_activity","Suspicious activity",70,False,,
10458,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId358,,"suspicious_activity","Suspicious activity",70,False,,
10456,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId356,,"suspicious_activity","Suspicious activity",70,False,,
10457,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId357,,"suspicious_activity","Suspicious activity",70,False,,
10460,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId360,,"suspicious_activity","Suspicious activity",70,False,,
10454,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId354,,"suspicious_activity","Suspicious activity",70,False,,
10461,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId361,,"suspicious_activity","Suspicious activity",70,False,,
10462,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId362,,"suspicious_activity","Suspicious activity",70,False,,
10463,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId363,,"suspicious_activity","Suspicious activity",70,False,,
10464,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId364,,"suspicious_activity","Suspicious activity",70,False,,
10465,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId365,,"suspicious_activity","Suspicious activity",70,False,,
10468,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId368,,"suspicious_activity","Suspicious activity",70,False,,
10470,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId370,,"suspicious_activity","Suspicious activity",70,False,,
10469,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId369,,"suspicious_activity","Suspicious activity",70,False,,
10466,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId366,,"suspicious_activity","Suspicious activity",70,False,,
10467,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId367,,"suspicious_activity","Suspicious activity",70,False,,
10471,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId371,,"suspicious_activity","Suspicious activity",70,False,,
10473,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId373,,"suspicious_activity","Suspicious activity",70,False,,
10472,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId372,,"suspicious_activity","Suspicious activity",70,False,,
10474,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId374,,"suspicious_activity","Suspicious activity",70,False,,
10476,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId376,,"suspicious_activity","Suspicious activity",70,False,,
10479,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId379,,"suspicious_activity","Suspicious activity",70,False,,
10478,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId378,,"suspicious_activity","Suspicious activity",70,False,,
10475,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId375,,"suspicious_activity","Suspicious activity",70,False,,
10480,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId380,,"suspicious_activity","Suspicious activity",70,False,,
10477,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId377,,"suspicious_activity","Suspicious activity",70,False,,
10481,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId381,,"suspicious_activity","Suspicious activity",70,False,,
10483,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId383,,"suspicious_activity","Suspicious activity",70,False,,
10482,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId382,,"suspicious_activity","Suspicious activity",70,False,,
10484,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId384,,"suspicious_activity","Suspicious activity",70,False,,
10486,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId386,,"suspicious_activity","Suspicious activity",70,False,,
10485,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId385,,"suspicious_activity","Suspicious activity",70,False,,
10487,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId387,,"suspicious_activity","Suspicious activity",70,False,,
10488,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId388,,"suspicious_activity","Suspicious activity",70,False,,
10489,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId389,,"suspicious_activity","Suspicious activity",70,False,,
10490,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId390,,"suspicious_activity","Suspicious activity",70,False,,
10491,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId391,,"suspicious_activity","Suspicious activity",70,False,,
10494,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId394,,"suspicious_activity","Suspicious activity",70,False,,
10493,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId393,,"suspicious_activity","Suspicious activity",70,False,,
10492,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId392,,"suspicious_activity","Suspicious activity",70,False,,
10495,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId395,,"suspicious_activity","Suspicious activity",70,False,,
10496,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId396,,"suspicious_activity","Suspicious activity",70,False,,
10499,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId399,,"suspicious_activity","Suspicious activity",70,False,,
10498,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId398,,"suspicious_activity","Suspicious activity",70,False,,
10497,"A suspicious process identified by CrowdStrike was executed.",Unknown,TemplatePatternId397,,"suspicious_activity","Suspicious activity",70,False,,
20100,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacExperimental,"Falcon Detection Method","suspicious_activity","Suspicious activity",50,False,"Falcon Overwatch","Suspicious Activity"
20101,"A suspicious process identified by CrowdStrike was executed.",Unknown,Indicator,"Falcon Detection Method","suspicious_activity","Suspicious activity",50,False,"Falcon Overwatch","Suspicious Activity"
20102,"A process appears to be accessing credentials, likely in an attempt to steal passwords. If the activity is not sanctioned, your credentials may have been compromised.","Lateral motion",GenCredentialAccess,"Gain Access","credential_theft","Credential theft",70,True,"Credential Access","Credential Dumping"
20104,"The activity appears to be related to an adversary establishing persistence. The host may already be compromised and the activity should be investigated further to find the source.",Unknown,GenPersistence,"Keep Access","establish_persistence","Establish Persistence",70,True,Persistence,"External Remote Services"
20103,"The activity appears to be related to a privilege escalation attempt. An adversary may execute additional malicious commands if the escalation was successful.",Unknown,GenPrivilegeEscalation,"Gain Access","authentication_bypass","Authentication Bypass",70,True,"Privilege Escalation","Exploitation for Privilege Escalation"
20105,"An adversary appears to have attempted to exploit a vulnerability in this process. Look for follow-on activity that may indicate further malicious behaviors.",Unknown,GenDefenseEvasion,"Follow Through","evade_detection","Evade Detection",70,True,Execution,"Exploitation for Client Execution"
20106,"The process appears to be involved in reconnaissance activity. Review the activity to determine if it is expected in your environment.",Unknown,GenDiscovery,Explore,"attacker_methodology","Attacker Methodology",70,True,Discovery,"System Information Discovery"
20107,"A process appears to have been exploited to facilitate lateral movement between hosts in the environment. Both hosts should be investigated for further signs of compromise.",Unknown,GenLateralMovement,Explore,"establish_persistence","Establish Persistence",70,True,"Lateral Movement","Exploitation of Remote Services"
20108,"A process attempted to contact a remote command and control server. This may indicate the host is compromised.",Unknown,GenCommandAndControl,"Contact Controlled Systems","attacker_methodology","Attacker Methodology",70,True,"Command and Control","Custom Command and Control Protocol"
20110,"The activity may be related to an adversary exfiltrating data from this host. Validate whether this data transfer is sanctioned.",Unknown,GenExfiltration,"Follow Through","data_theft","Data Theft",70,True,Exfiltration,"Automated Exfiltration"
20109,"A process appears to be collecting information from this host, possibly via some automated search routines. Review the activity to see if it is expected.",Unknown,GenCollection,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Collection,"Automated Collection"
20111,"The commands executed on this CLI are suspicious and may be related to malicious activity. Review the commands to see if they are expected.",Unknown,GenExecution,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,"Command-Line Interface"
20113,"A suspicious process related to a likely malicious file was launched. Review any binaries involved as they may be related to malware.",Unknown,GenPostExploit,"Falcon Detection Method","known_malware","Known malware",70,True,Malware,"Malicious File"
20114,"The process tree contains indications of a phishing attack. Likely an email opened around the time of the activity is responsible.",Unknown,GenLaunch,"Gain Access","user_compromise","User Compromise",70,True,"Initial Access","Spearphishing Attachment"
20112,"A vulnerability in this process may have been exploited. Review the surrounding activity for signs of a compromise.",Unknown,GenExploit,"Falcon Detection Method","user_compromise","User Compromise",70,True,Exploit,"Exploit Mitigation"
20118,"Non-malicious sample detection generated for evaluation purposes.",Unknown,SampleMacTemplateDetection,"N/A","suspicious_activity","Suspicious activity",30,True,"N/A","N/A"
20115,"A script launched that appears to be related to the Empyre post exploitation agent. Empyre actvity often consists of encoded python scripts. Review the script and investigate the processes involved to determine if this activity is expected.",Unknown,EmpyrePEA,"Follow Through","suspicious_activity","Suspicious activity",70,True,Execution,Scripting
20117,"The sudo program appears to have been abused to escalate the priviliges of a user in an unusual way. Review events around the sudo execution for signs of suspicious activity.",Unknown,SudoUsage,"Gain Access","authentication_bypass","Authentication Bypass",70,True,"Privilege Escalation",Sudo
20116,"A script or command line, often associated with exploitation kits, was executed on the system. Review the detection to determine if this activity is expected.",Unknown,ExploitKitScripting,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,Scripting
20120,"A suspicious process identified by CrowdStrike was executed.",Unknown,GenericFileRenamedDetectionMac,,"suspicious_activity","Suspicious activity",70,True,,
20119,"A suspicious process identified by CrowdStrike was executed.",Unknown,GenericFileWrittenDetectionMac,,"suspicious_activity","Suspicious activity",70,True,,
20121,"A process appears to be disabling or security tools such as security software or firewall. Attackers may do this to evade detection and enable further operations. Review the process tree.",Unknown,GenericDisableSecurityToolsDefenseEvasionMac,"Keep Access","suspicious_activity","Suspicious activity",70,True,"Defense Evasion","Disabling Security Tools"
20124,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId024,,"suspicious_activity","Suspicious activity",70,False,,
20123,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId023,,"suspicious_activity","Suspicious activity",70,False,,
20125,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId025,,"suspicious_activity","Suspicious activity",70,False,,
20127,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId027,,"suspicious_activity","Suspicious activity",70,False,,
20126,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId026,,"suspicious_activity","Suspicious activity",70,False,,
20128,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId028,,"suspicious_activity","Suspicious activity",70,False,,
20122,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId022,,"suspicious_activity","Suspicious activity",70,False,,
20129,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId029,,"suspicious_activity","Suspicious activity",70,False,,
20130,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId030,,"suspicious_activity","Suspicious activity",70,False,,
20131,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId031,,"suspicious_activity","Suspicious activity",70,False,,
20132,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId032,,"suspicious_activity","Suspicious activity",70,False,,
20134,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId034,,"suspicious_activity","Suspicious activity",70,False,,
20135,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId035,,"suspicious_activity","Suspicious activity",70,False,,
20133,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId033,,"suspicious_activity","Suspicious activity",70,False,,
20136,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId036,,"suspicious_activity","Suspicious activity",70,False,,
20139,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId039,,"suspicious_activity","Suspicious activity",70,False,,
20137,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId037,,"suspicious_activity","Suspicious activity",70,False,,
20138,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId038,,"suspicious_activity","Suspicious activity",70,False,,
20140,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId040,,"suspicious_activity","Suspicious activity",70,False,,
20141,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId041,,"suspicious_activity","Suspicious activity",70,False,,
20142,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId042,,"suspicious_activity","Suspicious activity",70,False,,
20143,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId043,,"suspicious_activity","Suspicious activity",70,False,,
20145,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId045,,"suspicious_activity","Suspicious activity",70,False,,
20144,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId044,,"suspicious_activity","Suspicious activity",70,False,,
20149,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId049,,"suspicious_activity","Suspicious activity",70,False,,
20147,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId047,,"suspicious_activity","Suspicious activity",70,False,,
20148,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId048,,"suspicious_activity","Suspicious activity",70,False,,
20150,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId050,,"suspicious_activity","Suspicious activity",70,False,,
20146,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId046,,"suspicious_activity","Suspicious activity",70,False,,
20151,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId051,,"suspicious_activity","Suspicious activity",70,False,,
20152,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId052,,"suspicious_activity","Suspicious activity",70,False,,
20153,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId053,,"suspicious_activity","Suspicious activity",70,False,,
20155,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId055,,"suspicious_activity","Suspicious activity",70,False,,
20154,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId054,,"suspicious_activity","Suspicious activity",70,False,,
20157,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId057,,"suspicious_activity","Suspicious activity",70,False,,
20158,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId058,,"suspicious_activity","Suspicious activity",70,False,,
20159,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId059,,"suspicious_activity","Suspicious activity",70,False,,
20156,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId056,,"suspicious_activity","Suspicious activity",70,False,,
20160,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId060,,"suspicious_activity","Suspicious activity",70,False,,
20161,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId061,,"suspicious_activity","Suspicious activity",70,False,,
